Date,district_EN,subdistrict_EN,subdistrict_ZH,street_EN,street_ZH,building_name_EN,building_name_ZH,property_type_EN,property_type_ZH,floor_ZH,unit_ZH,site_area_EN,existing_gfa_breakdown,existing_gfa_total,txn_amt, unit_rate_1 ,potential_gfa,av,planning_use_ZH,photo_name,vendor_ZH,buyer_ZH,remark,link,Column1,_longitude_lands,_latitude_lands,_easting_lands,_northing_lands,longitude_lands,latitude_lands,easting_lands,northing_lands
12/10/2018,HK,WCI,灣仔,189-189A Johnston Road,莊士敦道189-189A號,Senior Building,勝意大廈,Commercial Building,商業大廈,全幢,,NA,"9,636",9636,160,"16,604.40",NA,NA,商業,johnstonroad189-189a.jpg,MS WONG,ON HARVEST ENTERPRISES LIMITED,,,,114.1751,22.277,836085.1,815348.9,114.1751,22.277,836085.1,815348.9
10/8/2021,HK,SKW,筲箕灣,17-19 Kam Wa Street,金華街17-19號,,,Site,地盤,全幢,,"1,800",NA,NA,297.81, NA ,"16,500",18049.09,住宅（甲類）,kamwastreet17-19.jpg,MR LAW,LAND GLORY HOLDINGS LIMITED,地積比率約9倍,https://sina.com.hk/news/article/20190222/0/2/4/%E7%AD%B2%E7%AE%95%E7%81%A3%E8%88%8A%E6%A8%934-3%E5%84%84%E6%98%93%E6%89%8B-9802942.html,,114.2298,22.278,841722.5,815460.5,114.2298,22.278,841722.5,815460.5
16/5/2019,HK,WCI,灣仔,35 Kennedy Road,堅尼地道35號,,,Residential Building,住宅大廈,全幢,,1190,NA,NA,463.02, NA ,"24,500",18898.78,住宅（丙類）(6),kennedyroad35.jpg,無原業主資料,BOARD PROFIT LIMITED,,https://ps.hket.com/article/2395664,,114.1722,22.2738,835786.2,814994.5,114.1722,22.2738,835786.2,814994.5
13/4/2018,HK,CAB,銅鑼灣,11 Keswick Street,敬誠街11號,,,Composite Building,商住大廈,全幢,,NA,900,900,163.8,"182,000.00",NA,NA,商業,keswickstreet11.jpg,無原業主資料,UNION LUCK PROPERTIES LIMITED,,https://finance.mingpao.com/fin/dailyp/20180414/1523645731871/%E7%92%B0%E7%90%83%E5%A4%A7%E5%BB%8811%E6%A8%93%E9%80%BE7-3%E5%84%84%E6%B2%BD-%E5%91%8E%E5%83%B94-4%E8%90%AC%E6%96%B0%E9%AB%98,,114.1865,22.2786,837260,815526.1,114.1865,22.2786,837260,815526.1
14/1/2019,HK,QYB,鰂魚涌,1025-1037 King's Road,英皇道1025-1037號,Westlands Gardens,惠安苑,Shop,商舖,地下,G7,NA,"2,150",2150,179,"83,255.81",NA,NA,住宅（甲類）,kingsroad1025-1037.jpg,HENRY CHEUNG,KEENLAND CORPORATE LIMITED,,,,114.2131,22.2856,840001.2,816301.6,114.2131,22.2856,840001.2,816301.6
6/7/2021,HK,QYB,鰂魚涌,1060 King's Road,英皇道1060號,Parkvale,栢蕙苑,Car Park,車位,一樓,64個私家車位，29個電單車位,NA,NA,NA,139.88, NA ,NA,NA,住宅（甲類）,kingsroad1060.jpg,無原業主資料,林子峰先生,,,,114.2133,22.284,840021.9,816124.4,114.2133,22.284,840021.9,816124.4
21/6/2021,HK,QYB,鰂魚涌,1060 King's Road,英皇道1060號,Parkvale,栢蕙苑,Shop,商舖,高層地下,全層,NA,"21,069",21069,260,"12,340.41",NA,NA,住宅（甲類）,kingsroad1060ug.jpg,麥當勞集團,HARBOUR ELITE HOLDINGS LIMITED,,,,114.2133,22.284,840021.9,816124.4,114.2133,22.284,840021.9,816124.4
21/6/2021,HK,QYB,鰂魚涌,1065 King's Road,英皇道1065號,Eastern Centre,東達中心,Shop,商舖,地下,C,NA,"3,325",3325,100.8,"30,315.79",NA,NA,商業,kingsroad1065.jpg,MR TANG,WEALTHY YIELD MANAGEMENT LIMITED,銀行,,,114.2142,22.2849,840114.6,816224.1,114.2142,22.2849,840114.6,816224.1
1/8/2019,HK,NP,北角,277-291 King's Road,英皇道277-291號,State Building,皇都大廈,Shop,商舖,地下,"15, 16, 17",NA,"1,000",1000,188,"188,000.00",NA,NA,商業/住宅,kingsroad277-291.jpg,無原業主資料,Mrs LEUNG,,,,114.1954,22.2906,838177.1,816855,114.1954,22.2906,838177.1,816855
31/1/2019,HK,NP,北角,310 King's Road,英皇道310號,Winner House,雲華大廈,Shop,商舖,"地下
地庫",PORTION,NA,"9700
2900",12600,152.24,"12,082.54",NA,NA,商業/住宅,kingsroad310.jpg,無原業主資料,Mr LEE,銀行,,,114.196,22.29,838238.9,816788.5,114.196,22.29,838238.9,816788.5
11/3/2021,HK,NP,北角,318-328 King's Road,英皇道318-328號,Hang Ying Building,恒英大廈,Office,辦公室,"地下
三樓
四樓",NA,NA,"200
16200
5200",21600,280,"12,962.96",NA,NA,商業/住宅,kingsroad318-328.jpg,無原業主資料,MISS WONG,,,,114.1964,22.2902,838280.1,816810.7,114.1964,22.2902,838280.1,816810.7
2/5/2019,HK,NP,北角,385 King's Road,英皇道385號,,,Composite Building,商住大廈,全幢,,NA,"4,027",4027,242.5,"60,218.52",NA,NA,商業/住宅,kingsroad385.jpg,無原業主資料,Mr LEUNG,,,,114.1984,22.291,838486.2,816899.3,114.1984,22.291,838486.2,816899.3
27/9/2019,HK,NP,北角,400-404 King's Road,英皇道400-404號,Ming Yuen Centre,明苑中心,Shop,商舖,地下,"1, 2",NA,"2,500",2500,156,"62,400.00",NA,NA,商業/住宅,kingsroad400-404.jpg,無原業主資料,Mr EDWIN LEONG SIU HUNG,,,,114.1987,22.2905,838517.1,816843.9,114.1987,22.2905,838517.1,816843.9
19/10/2020,HK,QYB,鰂魚涌,987A King's Road,英皇道987A號,,瑞士樓,Shop,商舖,地下,全層,NA,550,550,100,"181,818.18",NA,NA,住宅（甲類）,kingsroad987a.jpg,Mr Tse,WEALTH FIRST LIMITED,,,,114.2111,22.2863,839795.1,816379.1,114.2111,22.2863,839795.1,816379.1
1/2/2021,HK,CWA,柴灣,18 Lee Chung Street,利眾街18號,,,Industrial Building,工業大廈,全幢,,NA,"68,297",68297,575,"8,419.11",NA,NA,其他指定用途,leechungstreet18.jpg,MR MAK,RAINBOW JADE ENTERPRISES LIMITED,,https://ps.hket.com/article/2402783,,114.2372,22.2658,842485.7,814109.9,114.2372,22.2658,842485.7,814109.9
4/10/2021,HK,CAB,銅鑼灣,33-35 Leighton Road,禮頓道33-35號,First Commercial Building,第一商業大廈,Shop,商舖,地下,全層,NA,"2,500",2500,180,"72,000.00",NA,NA,商業,leightonroad33-35.jpg,MR TANG,TOP GREAT CAPITAL INVESTMENT LIMITED,銀行,https://news.mingpao.com/pns/%E7%B6%93%E6%BF%9F/article/20210924/s00004/1632420898662/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F1-8%E5%84%84%E8%9D%95%E6%B2%BD%E7%A6%AE%E9%A0%93%E9%81%93%E8%88%96,,114.1822,22.2773,836816.9,815382.1,114.1822,22.2773,836816.9,815382.1
25/10/2021,HK,CAB,銅鑼灣,36 Leighton Road,禮頓道36號,H. & S. Building,嘉柏大廈,Shop,商舖,地下,全層,NA,"9,114",9114,574,"62,980.03",NA,NA,住宅（甲類）,leightonroad36.jpg,無原業主資料,CREDENCE PROPERTIES INVESTMENT LIMITED,,https://paper.hket.com/article/3090301/%E9%8A%85%E9%91%BC%E7%81%A3%E5%98%89%E6%9F%8F%E5%81%9C%E8%BB%8A%E5%A0%B4%205.74%E5%84%84%E5%94%AE,,114.1835,22.2775,836950.8,815404.2,114.1835,22.2775,836950.8,815404.2
8/1/2019,HK,ABD,香港仔,5 Lei Tung Estate Road,利東村道5號,Lei Tung Estate,利東邨,Arcade,商場,全幢,,NA,"84,058",84058,1692,"20,128.96",NA,NA,住宅（甲類）,leitungestateroad5.jpg,無原業主資料,GREATER CAPITAL LIMITED,,,,114.1563,22.2419,834147.1,811462.2,114.1563,22.2419,834147.1,811462.2
13/2/2018,HK,WCI,灣仔,20-24 Lockhart Road,駱克道20-24號,Golden Star Building,金星大廈,Shop,商舖,"地下
一樓",2,NA,"2350
3850",6200,160,"25,806.45",NA,NA,商業,lockhartroad20-24.jpg,無原業主資料,TOP TREASURE LIMITED,餐廳,,,114.1699,22.278,835549.2,815459.6,114.1699,22.278,835549.2,815459.6
24/7/2018,HK,WCI,灣仔,205-217 Lockhart Road,駱克道205-217號,Lap Tak Building,立德大廈,Shop,商舖,"地下
一樓
二樓","1A, 1C, 2A",NA,"2500  
7000
7000",16500,250,"15,151.52",NA,NA,商業,lockhartroad205-217.jpg,MR WONG,WEALTH KNIGHT LIMITED,維多利亞酒店,,,114.175,22.2785,836074.8,815515,114.175,22.2785,836074.8,815515
12/3/2018,HK,WCI,灣仔,233-243 Lockhart Road,駱克道233-243號,Sing Kong Building,星港大廈,Shop,商舖,"地下
一樓
二樓
其他樓層
其他",D,NA,"310
5500
5500
5500
5500",22310,168.4,#VALUE!,NA,NA,商業,lockhartroad233-243.jpg,RIGHT BOOST LIMITED,RIGHT BOOST LIMITED,圓美護老之家,,,114.1759,22.2786,836167.6,815526,114.1759,22.2786,836167.6,815526
4/1/2019,HK,WCI,灣仔,353 Lockhart Road,駱克道353號,,,Shop,商舖,一樓,全層,NA,"7,218",7218,350,"48,489.89",NA,NA,商業,lockhartroad353.jpg,無原業主資料,VANTAGE GLORY HOLDINGS LIMITED,,,,114.1788,22.2793,836466.5,815603.5,114.1788,22.2793,836466.5,815603.5
6/2/2018,HK,WCI,灣仔,353 Lockhart Road,駱克道353號,,,Car Park,車位,其他樓層,CARPARK,NA,NA,NA,120, NA ,NA,NA,商業,lockhartroad353cp.jpg,無原業主資料,Mr ALAN HO,,,,114.1789,22.2793,836476.8,815603.5,114.1789,22.2793,836476.8,815603.5
15/10/2021,HK,WCI,灣仔,382 Lockhart Road,駱克道382號,Chuang'S Enterprises Building,莊士企業大廈,Office,辦公室,"其他樓層（5, 7-15, 16-24/F)",全層,NA,"44,829",44829,415,"9,257.40",NA,NA,商業,lockhartroad382.jpg,鄧成波,DRAGON COLOUR GLOBAL LIMITED,,,,114.1798,22.2793,836569.5,815603.5,114.1798,22.2793,836569.5,815603.5
24/7/2018,HK,CAB,銅鑼灣,414-430 Lockhart Road,駱克道414-430號,Wai Tak Building,偉德大廈,Shop,商舖,"地下
一樓
二樓","1A, 1B, 1C",NA,"4300
8600
8600",21500,650,"30,232.56",NA,NA,商業,lockhartroad414-430.jpg,MR WONG,ALLIED CENTURY HOLDINGS LIMITED,,,,114.1808,22.2796,836672.6,815636.8,114.1808,22.2796,836672.6,815636.8
10/9/2021,HK,CAB,銅鑼灣,478-484 Lockhart Road,駱克道478-484號,Como Como,,Shop,商舖,"地下
一樓
二樓",A-D,NA,"3000
6000
6000",15000,525,"35,000.00",NA,NA,商業,lockhartroad478-484.jpg,Mr CHOW (CHOW SHING KEE),STANDARD POWERFUL COMPANY LIMITED,,,,114.1822,22.2802,836816.9,815703.2,114.1822,22.2802,836816.9,815703.2
16/12/2020,HK,CAB,銅鑼灣,478-484 Lockhart Road,駱克道478-484號,Como Como,,Shop,商舖,地下,A,NA,"1,750",1750,120,"68,571.43",NA,NA,商業,lockhartroad478-484ga.jpg,無原業主資料,TEAM BEST PROPERTIES LIMITED,,,,114.1822,22.2802,836816.9,815703.2,114.1822,22.2802,836816.9,815703.2
8/5/2019,HK,CAB,銅鑼灣,478-484 Lockhart Road,駱克道478-484號,Como Como,,Shop,商舖,地下,G,NA,"1,720",1720,147,"85,465.12",NA,NA,商業,lockhartroad478-484gd.jpg,無原業主資料,AMPLE BILLION CORPORATION LIMITED EMPEROR GROUP,,,,114.1822,22.2802,836816.9,815703.2,114.1822,22.2802,836816.9,815703.2
14/11/2019,HK,CAB,銅鑼灣,529 Lockhart Road,駱克道529號,,,Shop,商舖,地下,全層,NA,"1,000",1000,128,"128,000.00",NA,NA,商業（1）,lockhartroad529.jpg,MR CHUNG WING CHEONG,GREATEST DRAGON LIMITED,,https://finance.mingpao.com/fin/instantp/20191114/1573719371305/%E3%80%90%E4%BD%8E%E4%BD%8D%E6%92%88%E8%B2%A8-%E3%80%91%E9%90%98%E9%8C%B6%E5%BA%97%E8%80%81%E9%97%861-28%E5%84%84%E8%B3%BC%E9%A7%B1%E5%85%8B%E9%81%93%E5%9C%B0%E8%88%96-%E5%91%8E%E5%83%B9%E8%BF%9113%E8%90%AC,,114.1842,22.2807,837023,815758.6,114.1842,22.2807,837023,815758.6
26/10/2018,HK,WCI,灣仔,20 Luard Road,盧押道20號,Dannies House,其康大廈,Composite Building,商住大廈,"二樓
三樓
四樓
其他樓層
其他",全層,NA,"4500
4500
4500
31500
31500",76500,322,"4,209.15",NA,NA,商業,luardroad20.jpg,無原業主資料,LX DR001 LIMITED,,,,114.1719,22.2787,835755.3,815537.1,114.1719,22.2787,835755.3,815537.1
14/6/2018,HK,WCI,灣仔,20 Luard Road,盧押道20號,Dannies House,其康大廈,Shop,商舖,地下,全層,NA,?,?,333, ? ,NA,NA,商業,luardroad20gf.jpg,無原業主資料,LX DS001 LIMITED,,,,114.1719,22.2787,835755.3,815537.1,114.1719,22.2787,835755.3,815537.1
30/9/2019,HK,CRL,中環,13 Lyndhurst Terr,擺花街13號,,,Shop,商舖,"地下
入則閣",全層,NA,"630
501",1131,133.6,"118,125.55",NA,NA,商業,lyndhurstterr13.jpg,MS CHOI,WINMARK PROPERTIES LIMITED,,,,114.1544,22.2826,833951.9,815969.1,114.1544,22.2826,833951.9,815969.1
30/9/2019,HK,CRL,中環,15 Lyndhurst Terr,擺花街15號,,,Shop,商舖,"地下
入則閣
地庫",全層,NA,"700
700
700",2100,135,"64,285.71",NA,NA,商業,lyndhurstterr15.jpg,MR CHEUNG,WINMARK PROPERTIES LIMITED,,,,114.1545,22.2826,833962.2,815969.1,114.1545,22.2826,833962.2,815969.1
30/9/2019,HK,CRL,中環,17 Lyndhurst Terr,擺花街17號,,,Shop,商舖,"地下
入則閣
地庫",全層,NA,"700
700
700",2100,148,"70,476.19",NA,NA,商業,lyndhurstterr17.jpg,MS KITTY MAK,WINMARK PROPERTIES LIMITED,,,,114.1543,22.2826,833941.6,815969.1,114.1543,22.2826,833941.6,815969.1
20/7/2018,HK,CRL,中環,19 Lyndhurst Terr,擺花街19號,,,Shop,商舖,地下,全層,NA,589,589,110,"186,757.22",NA,NA,商業,lyndhurstterr19.jpg,MS KU,SMART SURPLUS MEGA TRADE LIMITED,,,,114.1542,22.2826,833931.3,815969.1,114.1542,22.2826,833931.3,815969.1
16/8/2019,HK,CRL,中環,23-39 Lyndhurst Terr,擺花街23-39號,Lyndhurst Building,中環大廈,Shop,商舖,地下,E（31）,NA,"4,100",4100,368,"89,756.10",NA,NA,商業,lyndhurstterr23-39.jpg,Mr HENRY NG CHUN FOR,GO-ON-WELL COMPANY LIMITED,,https://ps.hket.com/article/2428478,,114.1536,22.2826,833869.4,815969.1,114.1536,22.2826,833869.4,815969.1
30/9/2019,HK,CRL,中環,9 Lyndhurst Terr,擺花街9號,,,Shop,商舖,"地下
地庫
天井",全層,NA,"750
750
200",1700,130,"76,470.59",NA,NA,商業,lyndhurstterr9.jpg,MRS CHENG,WINMARK PROPERTIES LIMITED,,,,114.1545,22.2826,833962.2,815969.1,114.1545,22.2826,833962.2,815969.1
23/9/2021,HK,ABD,香港仔,"68 Main Street, Ap Lei Chau",鴨利洲大街68號,H‧Bonaire,倚南,Shop,商舖,地下,01 to 12,NA,"5,973",5973,224.8,"37,636.03",NA,NA,住宅（甲類）(2),"mainstreet,apleichau68.jpg",恆基,KENNEX INVESTMENT LIMITED,,,,114.1557,22.2442,834085.3,811716.9,114.1557,22.2442,834085.3,811716.9
22/8/2018,HK,CAB,銅鑼灣,11 Matheson Street,勿地臣街11號,,,Shop,商舖,"地下
閣樓",No.11-13,NA,"800
550",1350,504.53,"373,725.93",NA,NA,商業,mathesonstreet11.jpg,無原業主資料,MAIN LUCKY ENTERPRISES LIMITED,,,,114.1825,22.2778,836847.8,815437.4,114.1825,22.2778,836847.8,815437.4
26/8/2021,HK,SKW,筲箕灣,67-77 Nam On Street,南安街67-77號,Chung Chai Building,仲齊大廈,Composite Building,商住大廈,全幢,,"3,000",NA,NA,195, NA ,"2,700",72222.22,住宅（甲類）(2),namonstreet67-77.jpg,無原業主資料,EARN BENEFIT LIMITED,地積比率約9倍,http://www.takungpao.com.hk/finance/236136/2019/0531/297082.html,,114.2268,22.2788,841413.3,815549,114.2268,22.2788,841413.3,815549
6/8/2021,HK,ABD,香港仔,"72 Old Main Street, Aberdeen",香港仔舊大街72號,,,Composite Building,商住大廈,全幢,,NA,"2,400",2400,110,"45,833.33",NA,NA,住宅（甲類）(3),oldmainstreetaberdeen72.jpg,MR CHEUNG,ALL HARVEST CORPORATION LIMITED,,https://ps.hket.com/article/3026127,,114.1562,22.2481,834136.9,812148.8,114.1562,22.2481,834136.9,812148.8
15/9/2021,HK,CRL,中環,20 Pedder Street,畢打街20號,Wheelock House,會德豐大廈,Shop,商舖,"地下
地庫",A,NA,"2462
9462",11924,710,"59,553.77",NA,NA,商業,pedderstreet20.jpg,CT NG,SHINY PROFIT LIMITED,銀行,,,114.1574,22.2819,834261,815891.6,114.1574,22.2819,834261,815891.6
3/12/2021,HK,CAB,銅鑼灣,53 Percival Street,波斯富街53號,Thai Kong Building,泰港大廈,Composite Building,商住大廈,全幢,,NA,"3,137
1,569",4706,123,"26,136.84",NA,NA,商業,percivalstreet53.jpg,MR CHAN CHUNG MO,MISS YEUNG,,https://paper.hket.com/article/3110945/%E6%B3%A2%E6%96%AF%E5%AF%8C%E8%A1%9753%E8%99%9F%E5%85%A8%E5%B9%A2%201.2%E5%84%84%E6%98%93%E6%89%8B,,114.1827,22.2795,836868.4,815625.7,114.1827,22.2795,836868.4,815625.7
21/6/2022,HK,CAB,銅鑼灣,54 Percival Street,波斯富街54號,,,Shop,商舖,地下,,,"1,308",1308,156,"119,266.00",,,商業 (2),percivalstreet54.jpg, 永光 (WINRISE CORPORATION LIMITED),新世界 (KERRYFORD HOLDINGS LIMITED),"該舖位在2009年以1億元買入，最新收購價為1.56億元，即帳面升值約5,600萬元或56%。", https://www.hk01.com/sns/article/783783,,114.183,22.2796,836899.3,815636.8,114.183,22.2796,836899.3,815636.8
21/6/2022,HK,CAB,銅鑼灣,56 Percival Street,波斯富街56號,,,Shop,商舖,地下,,,"1,100",1100,157,"142,727.00",,,商業 (2),percivalstreet56.jpg, 永光 (CIRCLE PROPERTY DEVELOPMENT LIMITED),新世界 (KERRYFORD HOLDINGS LIMITED),"該舖位在2011年以1.95億元買入，意味是次易手帳面貶值3,800萬元或19.5%。", https://www.hk01.com/sns/article/783783,,114.183,22.2796,836899.3,815636.8,114.183,22.2796,836899.3,815636.8
20/7/2021,HK,CAB,銅鑼灣,85 Percival Street,波斯富街85號,,,Shop,,地下,全層,NA,"1,163",1163,260,"223,559.76",NA,NA,商業,percivalstreet85.jpg,鄧成波,PREHNITE INVESTMENTS LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/652714/%E5%B8%8C%E6%85%8E%E9%80%BE11%E5%84%84%E7%B5%B1%E4%B8%80%E6%B3%A2%E6%96%AF%E5%AF%8C%E8%A1%97%E8%88%8A%E6%A8%93%E6%A5%AD%E6%AC%8A-%E6%AF%8F%E5%91%8E%E5%9C%B0%E5%83%B9%E7%B4%843-25%E8%90%A,,114.1831,22.2786,836909.6,815526,114.1831,22.2786,836909.6,815526
5/5/2022,HK,CAB,銅鑼灣,85-89 Percival Street,波斯富街85-89號,Po Foo Building,寶富大樓,Composite Building,商住大廈,全幢,,2300,,,1121,,34500,32493,商業,percivalstreet85-89.jpg,,希慎興業 (PREHNITE INVESTMENTS LIMITED),波斯富街85號、87號為兩幢樓高5層的舊樓，早前由舖王鄧成波家族收購，惟在2017年沽出。,shorturl.at/aeFGX,,114.1833,22.2788,836930.2,815548.2,114.1833,22.2788,836930.2,815548.2
20/7/2021,HK,CAB,銅鑼灣,87 Percival Street,波斯富街87號,,,Shop,商舖,地下,全層,NA,"1,155",1155,250.6,"216,969.70",NA,NA,商業,percivalstreet87.jpg,MAYFAIR (H.K.) LIMITED,PREHNITE INVESTMENTS LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/652714/%E5%B8%8C%E6%85%8E%E9%80%BE11%E5%84%84%E7%B5%B1%E4%B8%80%E6%B3%A2%E6%96%AF%E5%AF%8C%E8%A1%97%E8%88%8A%E6%A8%93%E6%A5%AD%E6%AC%8A-%E6%AF%8F%E5%91%8E%E5%9C%B0%E5%83%B9%E7%B4%843-25%E8%90%A,,114.1831,22.2786,836909.6,815526,114.1831,22.2786,836909.6,815526
8/4/2019,HK,CAB,銅鑼灣,89 Percival Street,波斯富街89號,Po Foo Building,寶富大樓,Shop,商舖,"地下
閣樓",全層,NA,"2,055",2055,275,"133,819.95",NA,NA,商業,percivalstreet89.jpg,MR CHAN,ACTIVE PIONEER LIMITED,原文網址: 希慎逾11億統一波斯富街舊樓業權　每呎地價約3.25萬 | 香港01 https://www.hk01.com/sns/article/652714,,,114.1832,22.2786,836919.9,815526,114.1832,22.2786,836919.9,815526
6/9/2021,HK,WES,西環,101 Pokfulam Road,薄扶林道101號,Academic Terrace,學士臺,Car Park,車位,"地庫一樓
地庫二樓
地庫三樓",全層,NA,NA,NA,140.5, NA ,NA,NA,住宅（甲類）,pokfulamroad101.jpg,無原業主資料,MOMO PROPERTY LIMITED,,https://paper.hket.com/article/3033113/%E6%96%B0%E4%B8%96%E7%95%8C%E7%B4%841.4%E5%84%84%20%E6%B2%BD%E5%AD%B8%E5%A3%AB%E8%87%BA%E5%81%9C%E8%BB%8A%E5%A0%B4,,114.1316,22.2824,831602.2,815947.5,114.1316,22.2824,831602.2,815947.5
7/5/2019,HK,WES,西環,88C Pok Fu Lam Road,薄扶林道88C號,,,Residential Building,住宅大廈,全幢,,4683,,,270,,15453,17472,住宅（乙類）,pokfulamroad88c.jpg,TOP ACT INVESTMENTS LIMITED,Miss BIAN HAIYAN,物業於2014年4月已獲屋宇署批准興建一幢樓高5層的獨立屋，另設1層地下下層，提供總樓面面積約15453平方呎。,https://www2.hkej.com/property/article/id/2130914/%E8%96%84%E6%89%B6%E6%9E%97%E9%81%9388C%E5%85%A8%E5%B9%A22.7%E5%84%84%E6%98%93%E6%89%8B,,114.1323,22.2779,831674.2,815449.2,114.1323,22.2779,831674.2,815449.2
24/1/2022,HK,WES,西環,1-7 Po Tuk Street,保德街1-7號,,,CAP545,強拍,全幢,,"3,005",,,377,,"28,153",13391,住宅（甲類）,potukstreet1-7.jpg,無原業主資料,創譽發展 (FAMOUS CONCEPT DEVELOPMENT LIMITED),強拍，地積比率約9倍,https://ps.hket.com/article/30972139,,114.136,22.2848,832055.7,816213.1,114.136,22.2848,832055.7,816213.1
6/5/2019,HK,CRL,中環,110-116 Queen's Road Central,皇后大道中110-116號,Wings Building,永恒商業大廈,Office,辦公室,一樓,全層,NA,"5,637",5637,108,"19,159.13",NA,NA,商業,queensroadcentral110-116.jpg,Miss HAI / FUNG,LX C001 LIMITED,,,,114.1547,22.2837,833982.8,816090.9,114.1547,22.2837,833982.8,816090.9
