Date,district_EN,subdistrict_EN,subdistrict_ZH,street_EN,street_ZH,building_name_EN,building_name_ZH,property_type_EN,property_type_ZH,floor_ZH,unit_ZH,site_area_EN,existing_gfa_breakdown,existing_gfa_total,txn_amt, unit_rate_1 ,potential_gfa,av,planning_use_ZH,photo_name,vendor_ZH,buyer_ZH,remark,link,Column1,_longitude_lands,_latitude_lands,_easting_lands,_northing_lands,longitude_lands,latitude_lands,easting_lands,northing_lands
5/10/2021,KLN,KLC,九龍城,116 Waterloo Road,窩打老道116號全幢,Bluejay Residences,,Residential Building,住宅大廈,全幢,,9200,NA,NA,328, NA ,46100,7115,住宅（乙類）,waterlooroad116.jpg,MUCH GLORY LIMITED,WELLWAY LIMITED,,https://hd.stheadline.com/news/realtime/pp/2252704/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E9%BA%97%E6%96%B03-28%E5%84%84%E5%90%91%E8%A3%95%E6%B3%B0%E8%88%88%E5%AE%B6%E6%97%8F%E8%B3%BC%E7%AA%A9%E6%89%93%E8%80%81%E9%81%93116%E8%99%9F%E5%9C%B0%E7%9B%A4,,114.1786,22.3248,836445.8,820642,114.1786,22.3248,836445.8,820642
26/7/2021,KLN,YMT,油麻地,40 Waterloo Road,窩打老道40號,Jade Mansion,寶翠大樓,Shop,商舖,"地下
一樓
二樓",GF (3B),NA,"210
9330
9290",18830,300,"15,932.02",NA,NA,商業,waterlooroad40.jpg,無原業主資料,GOLDEN SUPREME CORPORATION LIMITED,,https://www.midlandici.com.hk/ics/property/article/detail/32453,,114.171,22.3128,835662.7,819313.2,114.171,22.3128,835662.7,819313.2
15/10/2021,KLN,MGK,旺角,84-84M Waterloo Road,窩打老道84-84M號,Cambridge Court,冠華園,Shop,商舖,地下,"07A,7B,8,9,13",NA,11506,11506,149.8,"13,019.29",NA,NA,住宅（甲類）,waterlooroad84-84m.jpg,MR LEUNG,EASY BLOOM CORPORATION LIMITED,,,,114.1765,22.3194,836229.4,820044,114.1765,22.3194,836229.4,820044
5/5/2021,KLN,SSP,深水埗,238 Yee Kuk Street ,醫局街238號,Grammy Centre,嘉美中心,Shop,商舖,地下,A-D,NA,16229,16229,149,"9,181.10",NA,NA,住宅（甲類）(6),yeekukstreet238.jpg,無原業主資料,WEALTH CHAIN LIMITED,老人院,https://ps.hket.com/article/2927809,,114.1581,22.3299,834333.8,821206.8,114.1581,22.3299,834333.8,821206.8
30/7/2021,KLN,SSP,深水埗,9-14 Yiu Tung Street,耀東街9-14號,,,CAP545,強拍,全幢,,7725,,,524,,61800,8443,住宅（甲類）(7),yiutungstreet9-14.jpg,無原業主資料,Mr CHOI,強拍，地積比率約8倍,https://hk.finance.yahoo.com/news/%E6%81%92%E5%9C%B0-00012-5-24%E5%84%84%E5%A5%AA%E8%80%80%E6%9D%B1%E8%A1%979-14%E8%99%9F%E7%89%A9%E6%A5%AD-035725813.html,,114.1658,22.3313,835127.1,821361.8,114.1658,22.3313,835127.1,821361.8
21/1/2022,KLN,WTS,黃大仙,68-72 Yuk Wah Street,毓華街68-72號,Manning Theatre Building,萬年戲院大廈,Shop,商舖,"地下
一樓
其他樓層",2&7,NA,"3100
10000
10000",23100,270.5,"11,709.96",NA,NA,住宅（甲類）(3),yukwahstreet68-72.jpg,無原業主資料,Mr LAU,,,,114.2024,22.347,838897.4,823100.5,114.2024,22.347,838897.4,823100.5
23/11/2021,NT,MFO,美孚,1-31 Broadway (Phase 1),百老匯街(1期)1-31號,York Montessori International Pre-School (Mei Foo),美孚新村第一期,Shop,商舖,其他樓層,全層,NA,1001,1001,455,"454,545.45",NA,NA,住宅（甲類）,broadway(phase1)1-31_podium.jpg,無原業主資料,Mr CHAN,,,,114.1381,22.3365,832273.6,821938.1,114.1381,22.3365,832273.6,821938.1
5/8/2021,NT,KCH,葵涌,543 Castle Peak Road-Kwai Chung,青山公路葵涌段543號全幢,Shui Hong Industrial Building,瑞康工業大廈,Industrial Building,工業大廈,全幢,,NA,147000,147000,448,3047.62,NA,NA,其他指定用途,castlepeakroad-kwaichung543.jpg,無原業主資料,Mr ALEX YU,,https://ps.hket.com/article/3009750,,114.1329,22.3693,831739,825570.3,114.1329,22.3693,831739,825570.3
27/9/2019,NT,TWN,荃灣,210 Castle Peak Road-Tsuen Wan,青山公路荃灣段210號,Fou Wah Centre,富華中心,Shop,商舖,一樓,4B(B&C),NA,1480,1480,155,"104,729.73",NA,NA,商業,castlepeakroad-tsuenwan210.jpg,無原業主資料,Mr chris pang,,,,114.1182,22.3728,830225.1,825958.4,114.1182,22.3728,830225.1,825958.4
15/1/2021,NT,SKG,西貢,16 Chan Man Street,親民街16號,Sai Kung Garden,西貢花園,Shop,商舖,"一樓
地下",18（部份入口）,NA,"28161
274",28435,400,"14,067.17",NA,NA,住宅（甲類）（1）,chanmanstreet16.jpg,無原業主資料,LOTUS GARDEN LIMITED,,,,114.2713,22.3824,845992.2,827023.4,114.2713,22.3824,845992.2,827023.4
26/5/2020,NT,TPO,大埔,8 Chui Lok Street,翠樂街8號,Fuller Garden,富萊花園,Shop,商舖,"地下
一樓
二樓",REST B,NA,"1287
9745
8773",19805,167,"8,432.21",NA,NA,住宅（甲類）,chuilokstreet8.jpg,無原業主資料,Miss TONG CHOW,,,,114.1648,22.4539,835025.2,834938,114.1648,22.4539,835025.2,834938
11/7/2019,NT,TWN,荃灣,46-48 Fui Yiu Kok Street,灰窰角街46-48號,,,Industrial Building,工業大廈,全幢,,6382,NA,NA,250, NA ,"60,629",4123,工業,fuiyiukokstreet46-48.jpg,無原業主資料,Mr CHUI,,https://ps.hket.com/article/2397589,,114.1182,22.3657,830224.8,825172.2,114.1182,22.3657,830224.8,825172.2
21/8/2019,NT,TMN,屯門,8 Fuk Hang Tsuen Road,福亨村路8號,The Sherwood,豫豐花園,Shop,商舖,地下,全層,NA,306.5,306.5,190,"619,902.12",NA,NA,綜合發展區,fukhangtsuenroad8_gf.jpg,無原業主資料,Mr CHOI,,,,113.9857,22.4192,816585.4,831107.9,113.9857,22.4192,816585.4,831107.9
20/5/2020,NT,MFO,美孚,8 King Lai Path,景荔徑8號全幢,Nob Hill,盈暉臺,Arcade,商場,全幢,,NA,91779,91779,888,9675.42,NA,NA,住宅（甲類）,kinglaipath8.jpg,無原業主資料,Mr LUN YIU KAY EDWIN,,,,114.138,22.3418,832263.4,822525,114.138,22.3418,832263.4,822525
21/5/2020,NT,KCH,葵涌,31-41 Ko Fong Street,高芳街31-41號,Wealthy Garden,葵芳匯,Shop,商舖,全幢,,NA,59543,59543,450,"7,557.56",NA,NA,住宅（甲類）,kofongstreet31-41.jpg,無原業主資料,Mr LAW,,,,114.1271,22.359,831141.2,824429.9,114.1271,22.359,831141.2,824429.9
3/8/2020,NT,KCH,葵涌,47-51 Kwai Fung Street,葵豐街47-51號全幢,Angliss Hong Kong Food Service Limited,安得利香港餐飲有限公司,Industrial Building,工業大廈,全幢,,NA,65062,65062,325,4995.24,NA,NA,工業,kwaifungstreet47-51.jpg,無原業主資料,Miss NICHOI LI,,https://ps.hket.com/article/2713524,,114.1256,22.3558,830986.6,824075.6,114.1256,22.3558,830986.6,824075.6
20/6/2019,NT,MFO,美孚,272 Lai King Hill Road,荔景山道272號,Lai Chi Kok Bay Garden Block D,荔灣花園D座,Car Park,車位,低層地下,CARPARK,NA,NA,NA,111, NA ,NA,NA,政府、機構或社區,laikinghillroad272.jpg,無原業主資料,Mr CHOI,,,,114.1362,22.3417,832078,822513.9,114.1362,22.3417,832078,822513.9
3/5/2021,NT,KCH,葵涌,73 Lei Muk Road,梨木道73號全幢,Seapower Centre,海暉中心,Industrial Building,工業大廈,全幢,,NA,59359,59359,217,3655.72,NA,NA,其他指定用途,leimukroad73.jpg,無原業主資料,Mr YEUNG,,,,114.1366,22.3699,832120.1,825636.7,114.1366,22.3699,832120.1,825636.7
23/3/2021,NT,FLG,粉嶺,5 Lok Yip Road,樂業路5號全幢,Kawada Plaza (Phase Ii),川田工貿廣場二期,Industrial Building,工業大廈,全幢,,NA,43836,43836,270.8,6177.57,NA,NA,工業,lokyiproad5.jpg,無原業主資料,Miss CHAN,,https://www2.hkej.com/property/article/id/2728444/%E7%B2%89%E5%B6%BA%E6%A8%82%E6%A5%AD%E8%B7%AF5%E8%99%9F%E5%85%A8%E5%B9%A22.7%E5%84%84%E6%88%90%E4%BA%A4,,114.143,22.4958,832782.3,839578.2,114.143,22.4958,832782.3,839578.2
14/12/2020,NT,FLG,粉嶺,1 Luen Fat Street (Fanling),聯發街(粉嶺)1號全幢,,,CINEMA,CINEMA,全幢,,6780,NA,NA,140, NA ,37702,3713.330858,政府、機構或社區,luenfatstreet(fanling)1.jpg,無原業主資料,SWIFT MILLIONS LIMITED,,shorturl.at/CLS58,,114.1703,22.2762,835590.4,815260.3,114.1703,22.2762,835590.4,815260.3
8/1/2019,NT,TMN,屯門,1 Ming Kum Road,鳴琴路1號全幢,Shan King Shopping Centre,山景商場,Shop,商舖,全幢,,NA,121430,121430,1836,15119.82,NA,NA,綠化地帶,mingkumroad1.png,無原業主資料,Miss WU,,,,113.9661,22.3967,814564,828619,113.9661,22.3967,814564,828619
3/7/2020,NT,MFO,美孚,1-17 Mount Sterling Mall,萬事達廣場1-17號,Mount Sterling Mall,萬事達廣場,Shop,商舖,"地下
一樓","N50A
N75-N83",NA,"5367
22033",27400,300,"10,948.91",NA,NA,住宅（甲類）,mountsterlingmall1-17_gf&1f.jpg,無原業主資料,APEX BILLION LIMITED,,,,114.1388,22.3378,832345.7,822082,114.1388,22.3378,832345.7,822082
20/5/2020,NT,MFO,美孚,1-17 Mount Sterling Mall,萬事達廣場1-17號,Mount Sterling Mall,萬事達廣場,Shop,商舖,地下,N52,NA,2800,2800,139.8,"49,928.57",NA,NA,住宅（甲類）,mountsterlingmall1-17_gf.jpg,無原業主資料,W & M PROPERTY LIMITED,銀行,,,114.1388,22.3378,832345.7,822082,114.1388,22.3378,832345.7,822082
2/3/2021,NT,FLG,粉嶺,10-12 On Chuen Street,安全街10-12號全幢,Smile Centre,堅達中心,Industrial Building,工業大廈,全幢,,NA,97750,97750,321,3283.89,NA,NA,工業,onchuenstreet10-12.jpg,無原業主資料,Miss WONG,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/590316/%E7%8E%A9%E5%85%B7%E5%95%86%E7%BE%85%E6%B0%8F%E5%AE%B6%E6%97%8F3-21%E5%84%84%E6%B2%BD%E7%B2%89%E5%B6%BA%E5%B7%A5%E5%BB%88-%E6%98%9F%E6%B4%B2%E6%A9%9F%E6%A7%8B%E6%89%BF%E6%8E%A5,,114.145,22.4961,832988.1,839611.4,114.145,22.4961,832988.1,839611.4
15/7/2021,NT,KCH,葵涌,7 On Chuk Street,安足街7號全幢,On Yam Estate,安蔭邨,Shop,商舖,全幢,,NA,40800,40800,535,13112.75,NA,NA,住宅（甲類）,onchukstreet7.jpg,無原業主資料,GLORIOUS SUPREME LIMITED,,https://www.house730.com/news/21055/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E5%A4%A7%E6%89%8B13%E5%84%84%E6%B2%BD%E5%85%A9%E5%95%86%E5%A0%B4-%E6%9E%97%E5%AD%90%E5%B3%B0%E9%99%B3%E7%A7%89%E5%BF%97%E6%8E%A5%E8%B2%A8/?goindex=true,,114.1417,22.3701,832645.3,825658.7,114.1417,22.3701,832645.3,825658.7
14/7/2021,NT,STN,沙田,1 On Kwan Street,安群街1號,Kings Wing Plaza 2,京瑞廣場二期,Shop,商舖,地下,"G05,56",NA,6743,6743,139,"20,613.97",NA,NA,其他指定用途,onkwanstreet1.jpg,無原業主資料,KWONG TAI SIK PUNG COMPANY LIMITED,,,,114.2089,22.3889,839565.9,827740.4,114.2089,22.3889,839565.9,827740.4
12/11/2019,NT,FLG,粉嶺, 15 On Lok Mun Street,安樂門街15號全幢,On Lok Mun Street,安樂門街,Industrial Building,工業大廈,"地下
全幢",全層,NA,"9600
48000",57600,150,2604.17,NA,NA,工業,onlokmunstreet15.jpg,無原業主資料,Mr KWONG,,https://ps.hket.com/article/2496041,,114.1463,22.4994,833122,839976.8,114.1463,22.4994,833122,839976.8
10/12/2020,NT,TWN,荃灣,46-48 Pak Tin Par Street,白田壩街46-48號,Ideal Plaza,理想集團廣場,Industrial Building,工業大廈,全幢,,7767,NA,NA,310, NA ,88500,3502.824859,其他指定用途,paktinparstreet46-48.jpg,無原業主資料,WORLD PARTNERS LIMITED,,"https://ps.hket.com/article/2804432
https://ps.hket.com/article/3050588 ",,114.1102,22.3742,829401.3,826113.8,114.1102,22.3742,829401.3,826113.8
8/1/2019,NT,TKO,將軍澳,38 Po Lam Road North,寶琳北路38號全幢,King Lam Shopping Centre,景林商場,Shop,商舖,全幢,,NA,51919,51919,1029,19819.33,NA,NA,住宅（甲類）,polamroadnorth38.jpg,無原業主資料,Miss WU,,,,114.2603,22.3226,844863.1,820400.7,114.2603,22.3226,844863.1,820400.7
8/1/2019,NT,SSH,上水,8 Po Ping Road,保平路8號全幢,Tai Ping Estate,太平邨,Shop,商舖,全幢,,NA,3339,3339,122,36537.89,NA,NA,住宅（甲類）,popingroad8.jpg,無原業主資料,Miss WU,,,,114.1263,22.4979,831064,839811.2,114.1263,22.4979,831064,839811.2
30/9/2019,NT,SSH,上水,1 Po Wing Road,保榮道1號,Venice Garden,威尼斯花園,Shop,商舖,地下,A-H,NA,18902,18902,187.68,"9,929.11",NA,NA,住宅（甲類）,powingroad1.jpg,無原業主資料,1431431 LIMITED,,https://ps.hket.com/article/2449441,,114.1274,22.4978,831177.2,839800.1,114.1274,22.4978,831177.2,839800.1
8/1/2019,NT,TKO,將軍澳,10 Pui Shing Lane,培成里10號全幢,Ming Tak Shopping Centre,明德商場,Shop,商舖,全幢,,NA,39029,39029,997,25545.11,NA,NA,住宅（甲類）,puishinglane10.jpg,無原業主資料,Miss WU,,,,114.2684,22.3162,845698,819692.5,114.2684,22.3162,845698,819692.5
8/3/2019,NT,MOS,馬鞍山,599 Sai Sha Road,西沙路599號,Lake Silver,銀湖．天峰,Shop,商舖,"地下
一樓",全層,NA,"39536
12757",52293,653,"12,487.33",NA,NA,其他指定用途,saisharoad599_gf.jpg,無原業主資料,WELLION LIMITED,,,,114.244,22.4287,843178.5,832148.9,114.244,22.4287,843178.5,832148.9
5/7/2021,NT,SSH,上水,44 San Fat Street,新發街44號,,,Shop,商舖,"地下
入則閣",全層,NA,"1100
1000",2100,120,"57,142.86",NA,NA,商業/住宅,sanfatstreet44.jpg,無原業主資料,LOYAL VAST LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/646446/%E6%86%A7%E6%86%AC%E9%80%9A%E9%97%9C-%E6%A8%93%E4%B8%8A%E7%87%95%E7%AA%A9%E8%8E%8A%E8%91%A3%E4%BA%8B1-2%E5%84%84%E8%B2%B7%E4%B8%8A%E6%B0%B4%E6%96%B0%E7%99%BC%E8%A1%97%E8%88%96-%E5%8D%8A%E5%B9%B4%E6%96%A52-6%E5%84%84%E6%8E%83%E8%B2%A8,,114.1271,22.5032,831146.5,840398.1,114.1271,22.5032,831146.5,840398.1
26/7/2019,NT,SSH,上水,87 San Fung Avenue,新豐路87號,,,Shop,商舖,"地下
入則閣",全層,NA,"2000
3100",5100,155,"30,392.16",NA,NA,商業/住宅,sanfungavenue87.jpg,無原業主資料,HARVEST SMART HOLDINGS LIMITED,,https://hk.on.cc/hk/bkn/cnt/finance/20190726/bkn-20190726180915362-0726_00842_001.html,,114.1269,22.5039,831126,840475.6,114.1269,22.5039,831126,840475.6
3/4/2019,NT,SSH,上水,88 San Hong Street,新康街88號,,,Shop,商舖,"地下
入則閣",全層,NA,"1050
500","1050
500",117.5,"75,806.45",NA,NA,商業/住宅,sanhongstreet88.jpg,CHUNG TAM SANG,COLOURMIX COSMETICS COMPANY LIMITED,,https://finance.mingpao.com/fin/daily/20190304/1551641267413/%E5%A8%81%E9%AB%981-17%E5%84%84%E8%B3%BC%E4%B8%8A%E6%B0%B4%E6%96%B0%E5%BA%B7%E8%A1%97%E8%88%96,,114.1291,22.5036,831352.3,840442.3,114.1291,22.5036,831352.3,840442.3
23/1/2019,NT,TMN,屯門,13 San On Street,新安街13號,Bhotai Industrial Building,寶泰工業大廈,Industrial Building,工業大廈,全幢,,NA,31706,31706,300,"9,461.93",NA,NA,工業,sanonstreet13.jpg,無原業主資料,Mr LAM,,https://ps.hket.com/article/2357943,,113.9709,22.3931,815057.7,828219.7,113.9709,22.3931,815057.7,828219.7
15/7/2021,NT,TWN,荃灣,3 Shek Wai Kok Road,石圍角路3號全幢,Shek Wai Kok Estate,石圍角邨,Shop,商舖,全幢,,NA,129900,129900,765,5889.15,NA,NA,住宅（甲類）,shekwaikokroad3.jpg,無原業主資料,KING WORLDWIDE HOLDINGS LIMITED,,https://www.house730.com/news/21055/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E5%A4%A7%E6%89%8B13%E5%84%84%E6%B2%BD%E5%85%A9%E5%95%86%E5%A0%B4-%E6%9E%97%E5%AD%90%E5%B3%B0%E9%99%B3%E7%A7%89%E5%BF%97%E6%8E%A5%E8%B2%A8/?goindex=true,,114.124,22.3761,830822.6,826323.6,114.124,22.3761,830822.6,826323.6
8/1/2019,NT,STN,沙田,1 Shing Tin Street,盛田街1號全幢,Chun Shek Estate,秦石邨,Shop,商舖,全幢,,NA,61237,61237,1059,17293.47,NA,NA,住宅（甲類）,shingtinstreet1.jpg,無原業主資料,Miss WU,,,,114.1865,22.3734,837259.3,826023.7,114.1865,22.3734,837259.3,826023.7
28/3/2022,NT,TSW,天水圍,8 Tin Shui Road,天瑞路88號,Grandeur Terrace,俊宏軒,Shop,商舖,地下,G05-07,NA,4905,4905,120,"24,464.83",NA,NA,住宅（乙類）,tinshuiroad8.jpg,無原業主資料,CHARTER LINK INTERNATIONAL LIMITED,,https://www.bastillepost.com/hongkong/article/10251118-%E6%9C%80%E6%96%B0%E5%B7%A5%E5%95%86%E9%8B%AA%E6%88%90%E4%BA%A4%E2%94%82%E5%A4%A9%E6%B0%B4%E5%9C%8D%E4%BF%8A%E5%AE%8F%E8%BB%92%E5%96%AE%E9%82%8A%E9%8B%AA1-2%E5%84%84%E6%B2%BD,,114.0016,22.4692,818228.9,836642.7,114.0016,22.4692,818228.9,836642.7
28/1/2021,NT,TSW,天水圍,88 Tin Shui Road,天瑞路88號,Grandeur Terrace,俊宏軒,Shop,商舖,一樓,101-102,NA,9296,9296,105,"11,295.18",NA,NA,住宅（甲類）,tinshuiroad88_1f.jpg,無原業主資料,GRAND BRIGHT (HONG KONG) LIMITED,,,,114.0016,22.4692,818228.9,836642.7,114.0016,22.4692,818228.9,836642.7
23/4/2021,NT,TWN,荃灣,67-95 Tsuen Wan Market Street,荃灣街市街67-95號,Tsuen Wan Town Square,荃灣城市廣場,Car Park,車位,地庫,全層,NA,NA,NA,124.78, NA ,NA,NA,住宅（甲類）（13）,tsuenwanmarketstreet67-95_cp.jpg,無原業主資料,Mr CHOI,,,,114.1187,22.3712,830276.5,825781.2,114.1187,22.3712,830276.5,825781.2
23/8/2021,NT,TMN,大埔,112-140 Tuen Mun Heung Sze Wui Road,屯門鄉事會路112-140號,Eldo Court,雅都花園,Shop,商舖,地下,G16&39&40,NA,4995,4995,140,"28,028.03",NA,NA,住宅（甲類）（1）,tuenmunheungszewuiroad112-140_gf.jpg,無原業主資料,HOPSON LIMITED,,,,113.9756,22.3986,815542.5,828828.1,113.9756,22.3986,815542.5,828828.1
27/4/2021,NT,TMN,屯門,88 Tuen Mun Heung Sze Wui Road,屯門鄉事會路88號,The Parkville,天生樓,Shop,商舖,"地下
一樓",全層,NA,"6021
8396",14417,300,"20,808.77",NA,NA,住宅（甲類）（1）,tuenmunheungszewuiroad88_1f.jpg,無原業主資料,Mr TANG,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/606628/%E6%96%B0%E4%B8%96%E7%95%8C3%E5%84%84%E6%B2%BD%E5%B1%AF%E9%96%80the-parkville%E5%B7%A8%E8%88%96-%E5%AE%8F%E5%AE%89%E5%A4%A5-%E6%A8%93%E7%A5%9E-%E5%85%92%E5%AD%90%E8%B6%99%E6%9C%97%E6%89%BF%E6%8E%A5,,113.975,22.3971,815480.5,828662.1,113.975,22.3971,815480.5,828662.1
8/1/2019,NT,FLG,粉嶺,21 Wah Ming Road,華明路21號全幢,Fresh Town (Wah Ming Market),華明商場,Shop,商舖,全幢,,NA,71627,71627,1663,23217.5,NA,NA,住宅（甲類）,wahmingroad21.jpg,無原業主資料,Miss WU,,,,114.1415,22.4838,832627.7,838249.4,114.1415,22.4838,832627.7,838249.4
13/9/2021,NT,KCH,葵涌,26-30 Wo Yi Hop Road,和宜合道26-30號,Wo Yi Plaza,和宜商場,Car Park,車位,一樓,全層,NA,28595,28595,252.7,"8,837.21",NA,NA,商業,woyihoproad26-30_1f_cp.jpg,無原業主資料,Mr CHENG,,,,114.137,22.3659,832161.1,825193.7,114.137,22.3659,832161.1,825193.7
8/1/2019,NT,TMN,屯門,201 Wu Chui Road,湖翠路201號全幢,Siu Hei Shopping Centre,兆禧苑商場,Shop,商舖,全幢,,NA,23439,23439,512,21843.94,NA,NA,住宅（甲類）（18）,wuchuiroad201.jpg,無原業主資料,Miss WU,,,,113.966,22.3737,814550.1,826072.1,113.966,22.3737,814550.1,826072.1
27/9/2019,NT,TWN,荃灣,26-40 Yan Ching Street,仁政街26-40號,Fu Hang Building,富恆大樓,Shop,商舖,地下,1,NA,540,540,135,"250,000.00",NA,NA,住宅（甲類）（1）,yanchingstreet26-40_gf.jpg,無原業主資料,Mr EDWIN LEONG SIU HUNG,,,,113.9757,22.3955,815552.4,828484.8,113.9757,22.3955,815552.4,828484.8
8/1/2019,NT,FLG,粉嶺,18 Yat Ming Road,一鳴路18號全幢,Wah Sum Shopping Centre,華心商場,Shop,商舖,全幢,,NA,24934,24934,809,32445.66,NA,NA,住宅（甲類）,yatmingroad18.jpg,無原業主資料,Miss WU,,,,114.1421,22.4867,832689.5,838570.5,114.1421,22.4867,832689.5,838570.5
27/1/2022,NT,TWN,荃灣,138 Yeung Uk Road,楊屋道138號,Indi Home,樂悠居,Shop,商舖,"地下
一樓",全層,NA,"17336
31462",48798,400,"8,197.06",NA,NA,商業（2）,yeungukroad138_gf&1f.jpg,無原業主資料,SUPREME GAIN INVESTMENTS LIMITED,,https://www.midlandici.com.hk/ics/property/article/detail/34159,,114.1184,22.3662,830245.4,825227.6,114.1184,22.3662,830245.4,825227.6
27/1/2022,NT,TWN,荃灣,138 Yeung Uk Road,楊屋道138號,Indi Home,樂悠居,Car Park,車位,"三樓
五樓",CP,NA,NA,NA,200, NA ,NA,NA,商業（2）,yeungukroad138_cp.jpg,無原業主資料,Mr MA,,https://www.midlandici.com.hk/ics/property/article/detail/34159,,114.1184,22.3662,830245.4,825227.6,114.1184,22.3662,830245.4,825227.6
9/5/2019,NT,TWN,荃灣,1-5 Yi Lok Street,怡樂街1-5號,Riviera Gardens Tower 21 (Other Name),海濱花園第二十一座 (別稱),Car Park,車位,地下,CARPARK,NA,NA,NA,190.99, NA ,NA,NA,住宅（甲類）（8）,yilokstreet1-5.jpg,無原業主資料,蔡佰能先生,,,,114.1147,22.3622,829864.2,824784.8,114.1147,22.3622,829864.2,824784.8
15/1/2021,NT,TMN,屯門,101 Yip Wong Road,業旺路101號,The Esplanade,弦海,Shop,商舖,"地下
一樓",全層,NA,"16001
11089",27090,175.92,"6,493.91",NA,NA,住宅（甲類）,yipwongroad101.jpg,無原業主資料,Mr MOK,,,,113.969,22.3865,814861,827489.1,113.969,22.3865,814861,827489.1
20/4/2020,NT,YLG,元朗,38 Yuen Long On Ning Road,安寧路38號,Yuccie Square,世宙,Shop,商舖,地下,27,NA,3026,3026,101.76,"33,628.55",NA,NA,住宅（甲類）,yuenlongonningroad38.jpg,無原業主資料,Mr LAM HIU NGAI,,,,114.028,22.4468,820943.5,834159.3,114.028,22.4468,820943.5,834159.3
